   Run        n0        n1    LT[0]    LT[1]     Q[0]     Q[1]       df       Pt       Pb        A dA(stat) dA(syst)        x       Q2        W        E       th      phi        tot_Syst  tot_SystRelUnc         Pt_Syst   Pt_SystRelUnc         Pb_Syst   Pb_SystRelUnc         df_Syst   df_SystRelUnc         AQ_Syst   AQ_SystRelUnc        ALT_Syst  ALT_SystRelUnc          C_bg-W    C_bg-WRelUnc          R_bg-W    R_bg-WRelUnc     A_bg_pair-W A_bg_pair-WRelUnc          f_el-W    f_el-WRelUnc          C_el-W    C_el-WRelUnc 
 72913       355       355   0.9151   0.9147    4.947    4.952    1e-09   0.6059   0.8851   0.3558   0.5405   0.2112   0.8237    5.689    1.446    2.217   0.6773  0.07783          -10.02          0.1306          0.6647         0.06017         -0.8659         0.01155          0.1734          0.1153       -0.001413               0       0.0007644               0           1.006       0.0001207        0.002334       1.814e-05          -0.022       0.0001207           0.924        0.009271         0.05516        0.007924 
 72913       441       484   0.9151   0.9147    4.947    4.952    1e-09   0.6059   0.8851   0.7303   0.3862   0.1671   0.7972    5.574    1.513    2.171   0.6772  0.08003          -7.698          0.1079          0.6647         0.06017         -0.8659         0.01155          0.2257         0.08862       -0.001413        0.002862       0.0007644        0.005725           1.006       4.209e-05        0.002992       2.865e-05          -0.022       4.209e-05          0.9379        0.009399          0.0441        0.001276 
 72913       634       641   0.9151   0.9147    4.947    4.952    1e-09   0.6059   0.8851    0.894   0.3723   0.1726   0.7716    5.446    1.576    2.137   0.6748  0.08198          -9.093            5.17          0.6647         0.06017         -0.8659         0.01155          0.1911          0.1047       -0.001413           2.311       0.0007644           4.623           1.007       4.234e-05        0.003351       3.243e-05          -0.022       4.234e-05          0.9476         0.00949         0.03626       0.0008257 
 72913       894       868   0.9151   0.9147    4.947    4.952   0.1973   0.6059   0.8851  0.02929   0.2967   0.1594   0.7473    5.335    1.636    2.094   0.6745   0.0874          -8.781          0.1189          0.6647         0.06017         -0.8659         0.01155          0.1979          0.1011       -0.001413         0.00561       0.0007644         0.01122           1.009       8.613e-05        0.004085        3.76e-05          -0.022       8.613e-05          0.9544        0.009555           0.031        0.001645 
 72913      1161      1132   0.9151   0.9147    4.947    4.952   0.2234   0.6059   0.8851   0.4249   0.2273   0.1132   0.7238     5.22    1.692    2.056   0.6733  0.08677          -7.824          0.1148          0.6647         0.06017         -0.8659         0.01155          0.2221         0.09006       -0.001413         0.01625       0.0007644         0.03249           1.011       0.0001156        0.004935       4.489e-05          -0.022       0.0001156          0.9592          0.0096         0.02733        0.001646 
 72913      1436      1566   0.9151   0.9147    4.947    4.952    1e-09   0.6059   0.8851   0.4783   0.2158   0.1268    0.701      5.1    1.745    2.022   0.6709  0.09238          -8.357          0.1143          0.6647         0.06017         -0.8659         0.01155          0.2079          0.0962       -0.001413         0.00298       0.0007644        0.005961           1.013       9.378e-05        0.005917       5.621e-05          -0.022       9.378e-05          0.9626        0.009633         0.02469       0.0008725 
 72913      1736      1908   0.9151   0.9147    4.947    4.952   0.1991   0.6059   0.8851   0.7843   0.2028   0.1238   0.6796    5.001    1.796    1.978    0.672  0.09579          -8.759          0.1403          0.6647         0.06017         -0.8659         0.01155          0.1984          0.1008       -0.001413         0.03393       0.0007644         0.06785           1.015       8.745e-05        0.007102       6.917e-05          -0.022       8.745e-05          0.9651        0.009657         0.02272       0.0004755 
 72913      2522      2513   0.9151   0.9147    4.947    4.952    0.198   0.6059   0.8851   0.4447   0.1747  0.08908   0.6585    4.897    1.846    1.937   0.6718  0.09915          -8.788          0.1339          0.6647         0.06017         -0.8659         0.01155          0.1977          0.1012       -0.001413         0.02807       0.0007644         0.05615           1.018       0.0001533         0.00852       8.016e-05          -0.022       0.0001533          0.9669        0.009675         0.02128       0.0009027 
 72913      3248      3375   0.9151   0.9147    4.947    4.952   0.1974   0.6059   0.8851    0.771   0.1519  0.09298   0.6372    4.782    1.895    1.901   0.6702   0.1058           -8.81          0.1219          0.6647         0.06017         -0.8659         0.01155          0.1972          0.1014       -0.001413          0.0128       0.0007644          0.0256           1.021       0.0001302        0.009907       9.617e-05          -0.022       0.0001302          0.9684        0.009689         0.02004       0.0004899 
 72913      4098      4353   0.9151   0.9147    4.947    4.952   0.1957   0.6059   0.8851   0.7166   0.1358  0.09176   0.6171    4.682    1.942    1.858   0.6708   0.1092          -8.894          0.1573          0.6647         0.06017         -0.8659         0.01155          0.1953          0.1024       -0.001413         0.04584       0.0007644         0.09169           1.025         0.00016         0.01211       0.0001178          -0.022         0.00016          0.9691        0.009696         0.01943       0.0004764 
 72913      5224      5340   0.9151   0.9147    4.947    4.952   0.1933   0.6059   0.8851   0.6875   0.1226  0.08064   0.5969    4.572    1.989    1.819   0.6699   0.1147          -9.005          0.3531          0.6647         0.06017         -0.8659         0.01155          0.1929          0.1037       -0.001413          0.1484       0.0007644          0.2969           1.031       0.0002018         0.01449       0.0001406          -0.022       0.0002018          0.9695        0.009699         0.01897       0.0005165 
 72913      6531      6921   0.9151   0.9147    4.947    4.952   0.1907   0.6059   0.8851    0.682   0.1106  0.07452   0.5774    4.469    2.034    1.777   0.6701   0.1177          -9.134          0.1245          0.6647         0.06017         -0.8659         0.01155          0.1902          0.1051       -0.001413         0.01176       0.0007644         0.02351           1.037       0.0002371         0.01739       0.0001696          -0.022       0.0002371          0.9695        0.009699         0.01877       0.0004836 
