#: table_doi: 10.17182/hepdata.71339.v1/t22
#: name: Table 22
#: description: The values of $(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ in each bin of $p_T^{\ell\ell}$ for the electron and muon channels separately (for various generator-level definitions) and for the Born-level combination in the kinematic region $ 66 \textrm{ GeV} \leq m_{\ell\ell} < 116 \textrm{ GeV},\ 2.0 \leq |y_{\ell\ell}| < 2.4$. The associated statistical and systematic (both uncorrelated and correlated between bins) are provided in percentage form.

#: data_file: Table22.yaml
#: keyword reactions: P P --> Z0 X | P P --> GAMMA* X
#: keyword observables: DSIG/DPT
#: keyword phrases: Inclusive | Single Differential Cross Section | Transverse Momentum Dependence | Proton-Proton Scattering | Z Production
#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Electron channel dressed,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
41.0,37.0,45.0,0.005288,1.1%,-1.1%,0.5%,-0.5%,1.0%,-1.0%
50.0,45.0,55.0,0.003566,1.2%,-1.2%,0.7%,-0.7%,1.3%,-1.3%
60.0,55.0,65.0,0.002423,1.5%,-1.5%,0.6%,-0.6%,1.5%,-1.5%
70.0,65.0,75.0,0.001556,1.8%,-1.8%,0.9%,-0.9%,2.0%,-2.0%
80.0,75.0,85.0,0.000994,2.4%,-2.4%,0.8%,-0.8%,1.8%,-1.8%
95.0,85.0,105.0,0.0005523,2.0%,-2.0%,0.6%,-0.6%,1.6%,-1.6%
127.5,105.0,150.0,0.0002045,2.1%,-2.1%,0.8%,-0.8%,1.4%,-1.4%
175.0,150.0,200.0,5.955e-05,3.6%,-3.6%,1.6%,-1.6%,2.6%,-2.6%
550.0,200.0,900.0,1.818e-06,5.4%,-5.4%,1.8%,-1.8%,3.7%,-3.7%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel bare,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02483,1.1%,-1.1%,0.5%,-0.5%,2.0%,-2.0%
3.0,2.0,4.0,0.05173,0.7%,-0.7%,0.3%,-0.3%,1.1%,-1.1%
5.0,4.0,6.0,0.05203,0.7%,-0.7%,0.4%,-0.4%,0.8%,-0.8%
7.0,6.0,8.0,0.04548,0.8%,-0.8%,0.4%,-0.4%,1.0%,-1.0%
9.0,8.0,10.0,0.03903,0.8%,-0.8%,0.4%,-0.4%,0.7%,-0.7%
11.5,10.0,13.0,0.03216,0.7%,-0.7%,0.4%,-0.4%,0.7%,-0.7%
14.5,13.0,16.0,0.02523,0.9%,-0.9%,0.4%,-0.4%,0.7%,-0.7%
18.0,16.0,20.0,0.01954,0.8%,-0.8%,0.4%,-0.4%,0.5%,-0.5%
22.5,20.0,25.0,0.01438,0.9%,-0.9%,0.3%,-0.3%,0.5%,-0.5%
27.5,25.0,30.0,0.01029,1.0%,-1.0%,0.5%,-0.5%,0.7%,-0.7%
33.5,30.0,37.0,0.00747,1.0%,-1.0%,0.3%,-0.3%,0.5%,-0.5%
41.0,37.0,45.0,0.00521,1.1%,-1.1%,0.3%,-0.3%,0.5%,-0.5%
50.0,45.0,55.0,0.003461,1.1%,-1.1%,0.4%,-0.4%,0.6%,-0.6%
60.0,55.0,65.0,0.002295,1.4%,-1.4%,0.5%,-0.5%,0.7%,-0.7%
70.0,65.0,75.0,0.001499,1.7%,-1.7%,0.7%,-0.7%,1.4%,-1.4%
80.0,75.0,85.0,0.00102,2.2%,-2.2%,1.0%,-1.0%,1.5%,-1.5%
95.0,85.0,105.0,0.0005396,1.9%,-1.9%,0.7%,-0.7%,1.3%,-1.3%
127.5,105.0,150.0,0.0001935,1.9%,-1.9%,0.6%,-0.6%,1.3%,-1.3%
175.0,150.0,200.0,5.369e-05,3.6%,-3.6%,1.2%,-1.2%,1.6%,-1.6%
550.0,200.0,900.0,1.692e-06,5.2%,-5.2%,1.7%,-1.7%,2.4%,-2.4%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel dressed,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02563,1.1%,-1.1%,0.5%,-0.5%,2.0%,-2.0%
3.0,2.0,4.0,0.05296,0.7%,-0.7%,0.3%,-0.3%,1.1%,-1.1%
5.0,4.0,6.0,0.05274,0.7%,-0.7%,0.4%,-0.4%,0.8%,-0.8%
7.0,6.0,8.0,0.04556,0.8%,-0.8%,0.4%,-0.4%,1.0%,-1.0%
9.0,8.0,10.0,0.03872,0.8%,-0.8%,0.4%,-0.4%,0.7%,-0.7%
11.5,10.0,13.0,0.03175,0.7%,-0.7%,0.4%,-0.4%,0.7%,-0.7%
14.5,13.0,16.0,0.02473,0.9%,-0.9%,0.4%,-0.4%,0.7%,-0.7%
18.0,16.0,20.0,0.01909,0.8%,-0.8%,0.4%,-0.4%,0.5%,-0.5%
22.5,20.0,25.0,0.01417,0.9%,-0.9%,0.3%,-0.3%,0.5%,-0.5%
27.5,25.0,30.0,0.0102,1.0%,-1.0%,0.5%,-0.5%,0.7%,-0.7%
33.5,30.0,37.0,0.007424,1.0%,-1.0%,0.3%,-0.3%,0.5%,-0.5%
41.0,37.0,45.0,0.005215,1.1%,-1.1%,0.3%,-0.3%,0.5%,-0.5%
50.0,45.0,55.0,0.003478,1.1%,-1.1%,0.4%,-0.4%,0.6%,-0.6%
60.0,55.0,65.0,0.002325,1.4%,-1.4%,0.5%,-0.5%,0.7%,-0.7%
70.0,65.0,75.0,0.001519,1.7%,-1.7%,0.7%,-0.7%,1.4%,-1.4%
80.0,75.0,85.0,0.001037,2.2%,-2.2%,1.0%,-1.0%,1.5%,-1.5%
95.0,85.0,105.0,0.0005498,1.9%,-1.9%,0.7%,-0.7%,1.3%,-1.3%
127.5,105.0,150.0,0.0001975,1.9%,-1.9%,0.6%,-0.6%,1.3%,-1.3%
175.0,150.0,200.0,5.514e-05,3.6%,-3.6%,1.2%,-1.2%,1.6%,-1.6%
550.0,200.0,900.0,1.745e-06,5.2%,-5.2%,1.7%,-1.7%,2.4%,-2.4%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel Born,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02646,1.1%,-1.1%,0.5%,-0.5%,2.0%,-2.0%
3.0,2.0,4.0,0.05432,0.7%,-0.7%,0.3%,-0.3%,1.2%,-1.2%
5.0,4.0,6.0,0.05337,0.7%,-0.7%,0.4%,-0.4%,0.8%,-0.8%
7.0,6.0,8.0,0.04575,0.8%,-0.8%,0.4%,-0.4%,1.0%,-1.0%
9.0,8.0,10.0,0.0385,0.8%,-0.8%,0.4%,-0.4%,0.8%,-0.8%
11.5,10.0,13.0,0.03121,0.7%,-0.7%,0.4%,-0.4%,0.8%,-0.8%
14.5,13.0,16.0,0.02423,0.9%,-0.9%,0.4%,-0.4%,0.7%,-0.7%
18.0,16.0,20.0,0.0187,0.8%,-0.8%,0.4%,-0.4%,0.6%,-0.6%
22.5,20.0,25.0,0.0139,0.9%,-0.9%,0.3%,-0.3%,0.8%,-0.8%
27.5,25.0,30.0,0.01011,1.0%,-1.0%,0.5%,-0.5%,0.9%,-0.9%
33.5,30.0,37.0,0.007404,1.0%,-1.0%,0.3%,-0.3%,0.6%,-0.6%
41.0,37.0,45.0,0.005197,1.1%,-1.1%,0.3%,-0.3%,0.5%,-0.5%
50.0,45.0,55.0,0.003502,1.1%,-1.1%,0.4%,-0.4%,0.6%,-0.6%
60.0,55.0,65.0,0.002342,1.4%,-1.4%,0.5%,-0.5%,0.7%,-0.7%
70.0,65.0,75.0,0.001541,1.7%,-1.7%,0.7%,-0.7%,1.4%,-1.4%
80.0,75.0,85.0,0.001052,2.2%,-2.2%,1.0%,-1.0%,1.6%,-1.6%
95.0,85.0,105.0,0.0005603,1.9%,-1.9%,0.7%,-0.7%,1.4%,-1.4%
127.5,105.0,150.0,0.0001993,1.9%,-1.9%,0.6%,-0.6%,1.4%,-1.4%
175.0,150.0,200.0,5.579e-05,3.6%,-3.6%,1.2%,-1.2%,1.7%,-1.7%
550.0,200.0,900.0,1.747e-06,5.2%,-5.2%,1.7%,-1.7%,2.5%,-2.5%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Combination Born,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02676,0.8%,-0.8%,0.4%,-0.4%,1.5%,-1.5%
3.0,2.0,4.0,0.05429,0.5%,-0.5%,0.3%,-0.3%,0.9%,-0.9%
5.0,4.0,6.0,0.05338,0.6%,-0.6%,0.3%,-0.3%,0.6%,-0.6%
7.0,6.0,8.0,0.04567,0.6%,-0.6%,0.3%,-0.3%,0.7%,-0.7%
9.0,8.0,10.0,0.03867,0.6%,-0.6%,0.3%,-0.3%,0.6%,-0.6%
11.5,10.0,13.0,0.031,0.6%,-0.6%,0.3%,-0.3%,0.5%,-0.5%
14.5,13.0,16.0,0.02401,0.7%,-0.7%,0.3%,-0.3%,0.5%,-0.5%
18.0,16.0,20.0,0.01877,0.6%,-0.6%,0.3%,-0.3%,0.4%,-0.4%
22.5,20.0,25.0,0.01386,0.7%,-0.7%,0.3%,-0.3%,0.5%,-0.5%
27.5,25.0,30.0,0.01019,0.8%,-0.8%,0.4%,-0.4%,0.6%,-0.6%
33.5,30.0,37.0,0.007377,0.7%,-0.7%,0.3%,-0.3%,0.5%,-0.5%
41.0,37.0,45.0,0.005226,0.8%,-0.8%,0.3%,-0.3%,0.5%,-0.5%
50.0,45.0,55.0,0.003517,0.8%,-0.8%,0.3%,-0.3%,0.6%,-0.6%
60.0,55.0,65.0,0.002368,1.0%,-1.0%,0.4%,-0.4%,0.6%,-0.6%
70.0,65.0,75.0,0.001538,1.3%,-1.3%,0.6%,-0.6%,1.0%,-1.0%
80.0,75.0,85.0,0.001021,1.6%,-1.6%,0.6%,-0.6%,1.1%,-1.1%
95.0,85.0,105.0,0.0005546,1.4%,-1.4%,0.5%,-0.5%,1.0%,-1.0%
127.5,105.0,150.0,0.0002005,1.4%,-1.4%,0.5%,-0.5%,0.9%,-0.9%
175.0,150.0,200.0,5.744e-05,2.6%,-2.6%,1.0%,-1.0%,1.5%,-1.5%
550.0,200.0,900.0,1.765e-06,3.8%,-3.8%,1.2%,-1.2%,2.2%,-2.2%

