#: table_doi: 10.17182/hepdata.71339.v1/t27
#: name: Table 27
#: description: The values of $(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ in each bin of $p_T^{\ell\ell}$ for the electron and muon channels separately (for various generator-level definitions) and for the Born-level combination in the kinematic region $ 66 \textrm{ GeV} \leq m_{\ell\ell} < 116 \textrm{ GeV},\ 0.0 \leq |y_{\ell\ell}| < 2.4$. The associated statistical and systematic (both uncorrelated and correlated between bins) are provided in percentage form.

#: data_file: Table27.yaml
#: keyword reactions: P P --> Z0 X | P P --> GAMMA* X
#: keyword observables: DSIG/DPT
#: keyword phrases: Inclusive | Single Differential Cross Section | Transverse Momentum Dependence | Proton-Proton Scattering | Z Production
#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Electron channel dressed,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
67.5,65.0,70.0,0.00144,0.6%,-0.6%,0.3%,-0.3%,1.0%,-1.0%
72.5,70.0,75.0,0.001138,0.7%,-0.7%,0.3%,-0.3%,1.2%,-1.2%
77.5,75.0,80.0,0.0009443,0.8%,-0.8%,0.4%,-0.4%,1.1%,-1.1%
82.5,80.0,85.0,0.0007761,0.9%,-0.9%,0.5%,-0.5%,1.2%,-1.2%
90.0,85.0,95.0,0.000574,0.6%,-0.6%,0.3%,-0.3%,0.9%,-0.9%
100.0,95.0,105.0,0.0004122,0.7%,-0.7%,0.3%,-0.3%,1.0%,-1.0%
115.0,105.0,125.0,0.0002591,0.6%,-0.6%,0.3%,-0.3%,0.9%,-0.9%
137.5,125.0,150.0,0.0001337,0.7%,-0.7%,0.3%,-0.3%,0.9%,-0.9%
162.5,150.0,175.0,6.769e-05,1.0%,-1.0%,0.4%,-0.4%,1.0%,-1.0%
187.5,175.0,200.0,3.84e-05,1.3%,-1.3%,0.5%,-0.5%,1.3%,-1.3%
225.0,200.0,250.0,1.753e-05,1.3%,-1.3%,0.5%,-0.5%,1.5%,-1.5%
275.0,250.0,300.0,6.578e-06,2.1%,-2.1%,0.7%,-0.7%,2.2%,-2.2%
325.0,300.0,350.0,2.813e-06,3.3%,-3.3%,1.2%,-1.2%,2.8%,-2.8%
375.0,350.0,400.0,1.194e-06,4.9%,-4.9%,1.7%,-1.7%,2.2%,-2.2%
435.0,400.0,470.0,5.587e-07,6.2%,-6.2%,1.9%,-1.9%,4.6%,-4.6%
510.0,470.0,550.0,1.882e-07,9.6%,-9.6%,2.6%,-2.6%,4.1%,-4.1%
600.0,550.0,650.0,6.45e-08,14.1%,-14.1%,3.8%,-3.8%,6.6%,-6.6%
775.0,650.0,900.0,1.5e-08,17.9%,-17.9%,4.8%,-4.8%,7.8%,-7.8%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Electron channel Born,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02677,0.3%,-0.3%,0.1%,-0.1%,0.9%,-0.9%
3.0,2.0,4.0,0.05553,0.2%,-0.2%,0.1%,-0.1%,0.6%,-0.6%
5.0,4.0,6.0,0.0556,0.2%,-0.2%,0.1%,-0.1%,0.3%,-0.3%
7.0,6.0,8.0,0.04831,0.2%,-0.2%,0.1%,-0.1%,0.5%,-0.5%
9.0,8.0,10.0,0.04052,0.2%,-0.2%,0.1%,-0.1%,0.5%,-0.5%
11.0,10.0,12.0,0.03389,0.2%,-0.2%,0.1%,-0.1%,0.3%,-0.3%
13.0,12.0,14.0,0.02838,0.2%,-0.2%,0.1%,-0.1%,0.3%,-0.3%
15.0,14.0,16.0,0.02393,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
17.0,16.0,18.0,0.02041,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
19.0,18.0,20.0,0.01755,0.3%,-0.3%,0.2%,-0.2%,0.3%,-0.3%
21.25,20.0,22.5,0.0149,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
23.75,22.5,25.0,0.01247,0.3%,-0.3%,0.2%,-0.2%,0.4%,-0.4%
26.25,25.0,27.5,0.01065,0.4%,-0.4%,0.2%,-0.2%,0.4%,-0.4%
28.75,27.5,30.0,0.009124,0.4%,-0.4%,0.2%,-0.2%,0.5%,-0.5%
31.5,30.0,33.0,0.007657,0.4%,-0.4%,0.2%,-0.2%,0.4%,-0.4%
34.5,33.0,36.0,0.006552,0.4%,-0.4%,0.2%,-0.2%,0.5%,-0.5%
37.5,36.0,39.0,0.005536,0.4%,-0.4%,0.2%,-0.2%,0.6%,-0.6%
40.5,39.0,42.0,0.004754,0.5%,-0.5%,0.2%,-0.2%,0.6%,-0.6%
43.5,42.0,45.0,0.0041,0.5%,-0.5%,0.3%,-0.3%,0.7%,-0.7%
46.5,45.0,48.0,0.00357,0.6%,-0.6%,0.3%,-0.3%,0.7%,-0.7%
49.5,48.0,51.0,0.003072,0.6%,-0.6%,0.3%,-0.3%,0.8%,-0.8%
52.5,51.0,54.0,0.00272,0.6%,-0.6%,0.4%,-0.4%,0.9%,-0.9%
55.5,54.0,57.0,0.002378,0.7%,-0.7%,0.4%,-0.4%,0.9%,-0.9%
59.0,57.0,61.0,0.002025,0.6%,-0.6%,0.3%,-0.3%,0.8%,-0.8%
63.0,61.0,65.0,0.001715,0.7%,-0.7%,0.3%,-0.3%,1.0%,-1.0%
67.5,65.0,70.0,0.001454,0.6%,-0.6%,0.3%,-0.3%,1.0%,-1.0%
72.5,70.0,75.0,0.001149,0.7%,-0.7%,0.3%,-0.3%,1.2%,-1.2%
77.5,75.0,80.0,0.000955,0.8%,-0.8%,0.4%,-0.4%,1.1%,-1.1%
82.5,80.0,85.0,0.0007837,0.9%,-0.9%,0.5%,-0.5%,1.2%,-1.2%
90.0,85.0,95.0,0.0005794,0.6%,-0.6%,0.3%,-0.3%,0.9%,-0.9%
100.0,95.0,105.0,0.0004158,0.7%,-0.7%,0.3%,-0.3%,1.0%,-1.0%
115.0,105.0,125.0,0.0002612,0.6%,-0.6%,0.3%,-0.3%,0.9%,-0.9%
137.5,125.0,150.0,0.0001347,0.7%,-0.7%,0.3%,-0.3%,0.9%,-0.9%
162.5,150.0,175.0,6.816e-05,1.0%,-1.0%,0.4%,-0.4%,1.0%,-1.0%
187.5,175.0,200.0,3.865e-05,1.3%,-1.3%,0.5%,-0.5%,1.3%,-1.3%
225.0,200.0,250.0,1.766e-05,1.3%,-1.3%,0.5%,-0.5%,1.6%,-1.6%
275.0,250.0,300.0,6.591e-06,2.1%,-2.1%,0.7%,-0.7%,2.2%,-2.2%
325.0,300.0,350.0,2.814e-06,3.3%,-3.3%,1.2%,-1.2%,2.8%,-2.8%
375.0,350.0,400.0,1.207e-06,4.9%,-4.9%,1.7%,-1.7%,2.3%,-2.3%
435.0,400.0,470.0,5.537e-07,6.2%,-6.2%,1.9%,-1.9%,4.8%,-4.8%
510.0,470.0,550.0,1.868e-07,9.6%,-9.6%,2.6%,-2.6%,4.1%,-4.1%
600.0,550.0,650.0,6.47e-08,14.1%,-14.1%,3.8%,-3.8%,6.6%,-6.6%
775.0,650.0,900.0,1.53e-08,17.9%,-17.9%,4.8%,-4.8%,8.3%,-8.3%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel bare,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02568,0.2%,-0.2%,0.1%,-0.1%,0.9%,-0.9%
3.0,2.0,4.0,0.05337,0.1%,-0.1%,0.1%,-0.1%,0.3%,-0.3%
5.0,4.0,6.0,0.05483,0.1%,-0.1%,0.1%,-0.1%,0.4%,-0.4%
7.0,6.0,8.0,0.04856,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
9.0,8.0,10.0,0.04115,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
11.0,10.0,12.0,0.03458,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
13.0,12.0,14.0,0.02919,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
15.0,14.0,16.0,0.02479,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
17.0,16.0,18.0,0.02109,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
19.0,18.0,20.0,0.01805,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
21.25,20.0,22.5,0.0152,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
23.75,22.5,25.0,0.01275,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
26.25,25.0,27.5,0.01074,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
28.75,27.5,30.0,0.009089,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
31.5,30.0,33.0,0.007721,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
34.5,33.0,36.0,0.006536,0.3%,-0.3%,0.2%,-0.2%,0.3%,-0.3%
37.5,36.0,39.0,0.005476,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
40.5,39.0,42.0,0.004712,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
43.5,42.0,45.0,0.004066,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
46.5,45.0,48.0,0.003519,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
49.5,48.0,51.0,0.003009,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
52.5,51.0,54.0,0.00264,0.6%,-0.6%,0.2%,-0.2%,0.5%,-0.5%
55.5,54.0,57.0,0.002302,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
59.0,57.0,61.0,0.002017,0.5%,-0.5%,0.3%,-0.3%,0.4%,-0.4%
63.0,61.0,65.0,0.001665,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
67.5,65.0,70.0,0.0014,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
72.5,70.0,75.0,0.001131,0.7%,-0.7%,0.3%,-0.3%,0.5%,-0.5%
77.5,75.0,80.0,0.000942,0.7%,-0.7%,0.3%,-0.3%,0.6%,-0.6%
82.5,80.0,85.0,0.0007617,0.8%,-0.8%,0.4%,-0.4%,0.7%,-0.7%
90.0,85.0,95.0,0.0005691,0.6%,-0.6%,0.2%,-0.2%,0.5%,-0.5%
100.0,95.0,105.0,0.0003992,0.7%,-0.7%,0.2%,-0.2%,0.5%,-0.5%
115.0,105.0,125.0,0.0002523,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
137.5,125.0,150.0,0.0001316,0.7%,-0.7%,0.2%,-0.2%,0.4%,-0.4%
162.5,150.0,175.0,6.974e-05,1.0%,-1.0%,0.4%,-0.4%,0.5%,-0.5%
187.5,175.0,200.0,3.668e-05,1.5%,-1.5%,0.7%,-0.7%,0.8%,-0.8%
225.0,200.0,250.0,1.725e-05,1.4%,-1.4%,0.6%,-0.6%,0.8%,-0.8%
275.0,250.0,300.0,6.569e-06,2.4%,-2.4%,1.1%,-1.1%,1.4%,-1.4%
325.0,300.0,350.0,2.653e-06,4.2%,-4.2%,2.0%,-2.0%,3.1%,-3.1%
375.0,350.0,400.0,1.172e-06,6.6%,-6.6%,3.1%,-3.1%,4.8%,-4.8%
435.0,400.0,470.0,5.578e-07,8.0%,-8.0%,3.9%,-3.9%,4.6%,-4.6%
510.0,470.0,550.0,2.055e-07,12.7%,-12.7%,7.5%,-7.5%,9.0%,-9.0%
600.0,550.0,650.0,8.09e-08,17.4%,-17.4%,10.2%,-10.2%,16.6%,-16.6%
775.0,650.0,900.0,6.8e-09,42.2%,-42.2%,20.3%,-20.3%,25.7%,-25.7%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel dressed,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02626,0.2%,-0.2%,0.1%,-0.1%,0.9%,-0.9%
3.0,2.0,4.0,0.05428,0.1%,-0.1%,0.1%,-0.1%,0.3%,-0.3%
5.0,4.0,6.0,0.05525,0.1%,-0.1%,0.1%,-0.1%,0.4%,-0.4%
7.0,6.0,8.0,0.04851,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
9.0,8.0,10.0,0.04085,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
11.0,10.0,12.0,0.0342,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
13.0,12.0,14.0,0.02878,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
15.0,14.0,16.0,0.02443,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
17.0,16.0,18.0,0.02077,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
19.0,18.0,20.0,0.01781,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
21.25,20.0,22.5,0.01503,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
23.75,22.5,25.0,0.01266,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
26.25,25.0,27.5,0.01068,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
28.75,27.5,30.0,0.009064,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
31.5,30.0,33.0,0.007709,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
34.5,33.0,36.0,0.006541,0.3%,-0.3%,0.2%,-0.2%,0.3%,-0.3%
37.5,36.0,39.0,0.005487,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
40.5,39.0,42.0,0.004728,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
43.5,42.0,45.0,0.004086,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
46.5,45.0,48.0,0.003541,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
49.5,48.0,51.0,0.003027,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
52.5,51.0,54.0,0.00266,0.5%,-0.5%,0.2%,-0.2%,0.5%,-0.5%
55.5,54.0,57.0,0.002322,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
59.0,57.0,61.0,0.002036,0.5%,-0.5%,0.3%,-0.3%,0.4%,-0.4%
63.0,61.0,65.0,0.001683,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
67.5,65.0,70.0,0.001417,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
72.5,70.0,75.0,0.001144,0.7%,-0.7%,0.3%,-0.3%,0.5%,-0.5%
77.5,75.0,80.0,0.0009545,0.7%,-0.7%,0.3%,-0.3%,0.6%,-0.6%
82.5,80.0,85.0,0.0007721,0.8%,-0.8%,0.4%,-0.4%,0.7%,-0.7%
90.0,85.0,95.0,0.0005771,0.6%,-0.6%,0.2%,-0.2%,0.5%,-0.5%
100.0,95.0,105.0,0.0004044,0.7%,-0.7%,0.2%,-0.2%,0.5%,-0.5%
115.0,105.0,125.0,0.0002562,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
137.5,125.0,150.0,0.0001337,0.7%,-0.7%,0.2%,-0.2%,0.4%,-0.4%
162.5,150.0,175.0,7.115e-05,1.0%,-1.0%,0.4%,-0.4%,0.5%,-0.5%
187.5,175.0,200.0,3.744e-05,1.5%,-1.5%,0.7%,-0.7%,0.8%,-0.8%
225.0,200.0,250.0,1.762e-05,1.4%,-1.4%,0.6%,-0.6%,0.8%,-0.8%
275.0,250.0,300.0,6.756e-06,2.4%,-2.4%,1.1%,-1.1%,1.4%,-1.4%
325.0,300.0,350.0,2.735e-06,4.2%,-4.2%,2.0%,-2.0%,3.1%,-3.1%
375.0,350.0,400.0,1.228e-06,6.6%,-6.6%,3.1%,-3.1%,4.8%,-4.8%
435.0,400.0,470.0,5.711e-07,8.0%,-8.0%,3.9%,-3.9%,4.6%,-4.6%
510.0,470.0,550.0,2.118e-07,12.7%,-12.7%,7.5%,-7.5%,9.0%,-9.0%
600.0,550.0,650.0,8.54e-08,17.4%,-17.4%,10.2%,-10.2%,16.6%,-16.6%
775.0,650.0,900.0,7e-09,42.2%,-42.2%,20.3%,-20.3%,25.7%,-25.7%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel Born,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02696,0.2%,-0.2%,0.1%,-0.1%,0.9%,-0.9%
3.0,2.0,4.0,0.05541,0.2%,-0.2%,0.1%,-0.1%,0.4%,-0.4%
5.0,4.0,6.0,0.05579,0.1%,-0.1%,0.1%,-0.1%,0.5%,-0.5%
7.0,6.0,8.0,0.04851,0.2%,-0.2%,0.1%,-0.1%,0.6%,-0.6%
9.0,8.0,10.0,0.04055,0.2%,-0.2%,0.1%,-0.1%,0.6%,-0.6%
11.0,10.0,12.0,0.03378,0.2%,-0.2%,0.1%,-0.1%,0.4%,-0.4%
13.0,12.0,14.0,0.02835,0.2%,-0.2%,0.1%,-0.1%,0.3%,-0.3%
15.0,14.0,16.0,0.02403,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
17.0,16.0,18.0,0.02042,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
19.0,18.0,20.0,0.01754,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
21.25,20.0,22.5,0.01485,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
23.75,22.5,25.0,0.01253,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
26.25,25.0,27.5,0.01061,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
28.75,27.5,30.0,0.009014,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
31.5,30.0,33.0,0.007687,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
34.5,33.0,36.0,0.006536,0.3%,-0.3%,0.2%,-0.2%,0.4%,-0.4%
37.5,36.0,39.0,0.005491,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
40.5,39.0,42.0,0.004734,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
43.5,42.0,45.0,0.004098,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
46.5,45.0,48.0,0.003555,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
49.5,48.0,51.0,0.003041,0.5%,-0.5%,0.2%,-0.2%,0.5%,-0.5%
52.5,51.0,54.0,0.002676,0.5%,-0.5%,0.2%,-0.2%,0.5%,-0.5%
55.5,54.0,57.0,0.002339,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
59.0,57.0,61.0,0.002051,0.5%,-0.5%,0.3%,-0.3%,0.4%,-0.4%
63.0,61.0,65.0,0.001698,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
67.5,65.0,70.0,0.001429,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
72.5,70.0,75.0,0.001156,0.7%,-0.7%,0.3%,-0.3%,0.6%,-0.6%
77.5,75.0,80.0,0.0009645,0.7%,-0.7%,0.3%,-0.3%,0.6%,-0.6%
82.5,80.0,85.0,0.0007808,0.8%,-0.8%,0.4%,-0.4%,0.7%,-0.7%
90.0,85.0,95.0,0.0005826,0.6%,-0.6%,0.2%,-0.2%,0.5%,-0.5%
100.0,95.0,105.0,0.0004082,0.7%,-0.7%,0.2%,-0.2%,0.5%,-0.5%
115.0,105.0,125.0,0.0002584,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
137.5,125.0,150.0,0.0001347,0.7%,-0.7%,0.2%,-0.2%,0.4%,-0.4%
162.5,150.0,175.0,7.163e-05,1.0%,-1.0%,0.4%,-0.4%,0.6%,-0.6%
187.5,175.0,200.0,3.769e-05,1.5%,-1.5%,0.7%,-0.7%,0.8%,-0.8%
225.0,200.0,250.0,1.772e-05,1.4%,-1.4%,0.6%,-0.6%,0.8%,-0.8%
275.0,250.0,300.0,6.793e-06,2.4%,-2.4%,1.1%,-1.1%,1.5%,-1.5%
325.0,300.0,350.0,2.747e-06,4.2%,-4.2%,2.0%,-2.0%,3.1%,-3.1%
375.0,350.0,400.0,1.227e-06,6.6%,-6.6%,3.1%,-3.1%,4.9%,-4.9%
435.0,400.0,470.0,5.698e-07,8.0%,-8.0%,3.9%,-3.9%,4.6%,-4.6%
510.0,470.0,550.0,2.113e-07,12.7%,-12.7%,7.5%,-7.5%,9.1%,-9.1%
600.0,550.0,650.0,8.56e-08,17.4%,-17.4%,10.2%,-10.2%,16.9%,-16.9%
775.0,650.0,900.0,6.9e-09,42.2%,-42.2%,20.3%,-20.3%,25.7%,-25.7%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Combination Born,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02669,0.2%,-0.2%,0.1%,-0.1%,0.5%,-0.5%
3.0,2.0,4.0,0.05545,0.1%,-0.1%,0.1%,-0.1%,0.2%,-0.2%
5.0,4.0,6.0,0.0559,0.1%,-0.1%,0.1%,-0.1%,0.3%,-0.3%
7.0,6.0,8.0,0.04847,0.1%,-0.1%,0.1%,-0.1%,0.3%,-0.3%
9.0,8.0,10.0,0.04047,0.1%,-0.1%,0.1%,-0.1%,0.3%,-0.3%
11.0,10.0,12.0,0.03384,0.1%,-0.1%,0.1%,-0.1%,0.2%,-0.2%
13.0,12.0,14.0,0.02838,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
15.0,14.0,16.0,0.02404,0.2%,-0.2%,0.1%,-0.1%,0.1%,-0.1%
17.0,16.0,18.0,0.02043,0.2%,-0.2%,0.1%,-0.1%,0.1%,-0.1%
19.0,18.0,20.0,0.01756,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
21.25,20.0,22.5,0.01488,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
23.75,22.5,25.0,0.01251,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
26.25,25.0,27.5,0.01062,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
28.75,27.5,30.0,0.009062,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
31.5,30.0,33.0,0.007677,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
34.5,33.0,36.0,0.006534,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
37.5,36.0,39.0,0.005507,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
40.5,39.0,42.0,0.004738,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
43.5,42.0,45.0,0.004094,0.3%,-0.3%,0.2%,-0.2%,0.3%,-0.3%
