#: table_doi: 10.17182/hepdata.71339.v1/t17
#: name: Table 17
#: description: The values of $(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ in each bin of $p_T^{\ell\ell}$ for the electron and muon channels separately (for various generator-level definitions) and for the Born-level combination in the kinematic region $ 66 \textrm{ GeV} \leq m_{\ell\ell} < 116 \textrm{ GeV},\ 0.0 \leq |y_{\ell\ell}| < 0.4$. The associated statistical and systematic (both uncorrelated and correlated between bins) are provided in percentage form.

#: data_file: Table17.yaml
#: keyword reactions: P P --> Z0 X | P P --> GAMMA* X
#: keyword observables: DSIG/DPT
#: keyword phrases: Inclusive | Single Differential Cross Section | Transverse Momentum Dependence | Proton-Proton Scattering | Z Production
#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Electron channel dressed,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
14.5,13.0,16.0,0.02495,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
18.0,16.0,20.0,0.01891,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
22.5,20.0,25.0,0.01363,0.4%,-0.4%,0.1%,-0.1%,0.2%,-0.2%
27.5,25.0,30.0,0.009758,0.4%,-0.4%,0.1%,-0.1%,0.3%,-0.3%
33.5,30.0,37.0,0.00685,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
41.0,37.0,45.0,0.004634,0.5%,-0.5%,0.2%,-0.2%,0.5%,-0.5%
50.0,45.0,55.0,0.003042,0.5%,-0.5%,0.2%,-0.2%,0.7%,-0.7%
60.0,55.0,65.0,0.001939,0.6%,-0.6%,0.2%,-0.2%,0.8%,-0.8%
70.0,65.0,75.0,0.001286,0.8%,-0.8%,0.3%,-0.3%,0.9%,-0.9%
80.0,75.0,85.0,0.0008597,0.9%,-0.9%,0.4%,-0.4%,0.9%,-0.9%
95.0,85.0,105.0,0.0004995,0.8%,-0.8%,0.3%,-0.3%,0.8%,-0.8%
127.5,105.0,150.0,0.0001904,0.9%,-0.9%,0.3%,-0.3%,0.7%,-0.7%
175.0,150.0,200.0,5.409e-05,1.4%,-1.4%,0.5%,-0.5%,0.9%,-0.9%
550.0,200.0,900.0,2.296e-06,1.8%,-1.8%,0.6%,-0.6%,1.5%,-1.5%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel bare,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02586,0.4%,-0.4%,0.2%,-0.2%,0.9%,-0.9%
3.0,2.0,4.0,0.05385,0.3%,-0.3%,0.1%,-0.1%,0.4%,-0.4%
5.0,4.0,6.0,0.05502,0.3%,-0.3%,0.2%,-0.2%,0.5%,-0.5%
7.0,6.0,8.0,0.04887,0.3%,-0.3%,0.2%,-0.2%,0.3%,-0.3%
9.0,8.0,10.0,0.04139,0.4%,-0.4%,0.2%,-0.2%,0.4%,-0.4%
11.5,10.0,13.0,0.03324,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
14.5,13.0,16.0,0.02587,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
18.0,16.0,20.0,0.01943,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
22.5,20.0,25.0,0.01391,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
27.5,25.0,30.0,0.009802,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
33.5,30.0,37.0,0.006843,0.4%,-0.4%,0.1%,-0.1%,0.3%,-0.3%
41.0,37.0,45.0,0.004568,0.4%,-0.4%,0.1%,-0.1%,0.3%,-0.3%
50.0,45.0,55.0,0.002998,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
60.0,55.0,65.0,0.0019,0.6%,-0.6%,0.3%,-0.3%,0.4%,-0.4%
70.0,65.0,75.0,0.001266,0.8%,-0.8%,0.3%,-0.3%,0.5%,-0.5%
80.0,75.0,85.0,0.0008383,1.0%,-1.0%,0.4%,-0.4%,0.6%,-0.6%
95.0,85.0,105.0,0.0004774,0.8%,-0.8%,0.3%,-0.3%,0.5%,-0.5%
127.5,105.0,150.0,0.0001826,0.9%,-0.9%,0.3%,-0.3%,0.5%,-0.5%
175.0,150.0,200.0,5.278e-05,1.6%,-1.6%,0.5%,-0.5%,0.7%,-0.7%
550.0,200.0,900.0,2.22e-06,2.1%,-2.1%,0.5%,-0.5%,0.9%,-0.9%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel dressed,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02638,0.4%,-0.4%,0.2%,-0.2%,0.9%,-0.9%
3.0,2.0,4.0,0.05472,0.3%,-0.3%,0.1%,-0.1%,0.4%,-0.4%
5.0,4.0,6.0,0.05534,0.3%,-0.3%,0.2%,-0.2%,0.5%,-0.5%
7.0,6.0,8.0,0.04879,0.3%,-0.3%,0.2%,-0.2%,0.3%,-0.3%
9.0,8.0,10.0,0.04111,0.4%,-0.4%,0.2%,-0.2%,0.4%,-0.4%
11.5,10.0,13.0,0.03287,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
14.5,13.0,16.0,0.02551,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
18.0,16.0,20.0,0.0192,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
22.5,20.0,25.0,0.0138,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
27.5,25.0,30.0,0.009772,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
33.5,30.0,37.0,0.006845,0.4%,-0.4%,0.1%,-0.1%,0.3%,-0.3%
41.0,37.0,45.0,0.00458,0.4%,-0.4%,0.1%,-0.1%,0.3%,-0.3%
50.0,45.0,55.0,0.003018,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
60.0,55.0,65.0,0.001917,0.6%,-0.6%,0.3%,-0.3%,0.4%,-0.4%
70.0,65.0,75.0,0.001282,0.8%,-0.8%,0.3%,-0.3%,0.5%,-0.5%
80.0,75.0,85.0,0.0008486,1.0%,-1.0%,0.4%,-0.4%,0.6%,-0.6%
95.0,85.0,105.0,0.0004833,0.8%,-0.8%,0.3%,-0.3%,0.5%,-0.5%
127.5,105.0,150.0,0.0001852,0.9%,-0.9%,0.3%,-0.3%,0.5%,-0.5%
175.0,150.0,200.0,5.377e-05,1.6%,-1.6%,0.5%,-0.5%,0.7%,-0.7%
550.0,200.0,900.0,2.277e-06,2.1%,-2.1%,0.5%,-0.5%,0.9%,-0.9%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Muon channel Born,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02704,0.4%,-0.4%,0.2%,-0.2%,1.0%,-1.0%
3.0,2.0,4.0,0.05582,0.3%,-0.3%,0.1%,-0.1%,0.6%,-0.6%
5.0,4.0,6.0,0.05584,0.3%,-0.3%,0.2%,-0.2%,0.6%,-0.6%
7.0,6.0,8.0,0.04875,0.3%,-0.3%,0.2%,-0.2%,0.6%,-0.6%
9.0,8.0,10.0,0.04082,0.4%,-0.4%,0.2%,-0.2%,0.7%,-0.7%
11.5,10.0,13.0,0.03247,0.3%,-0.3%,0.1%,-0.1%,0.4%,-0.4%
14.5,13.0,16.0,0.02513,0.3%,-0.3%,0.1%,-0.1%,0.4%,-0.4%
18.0,16.0,20.0,0.01892,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
22.5,20.0,25.0,0.01366,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
27.5,25.0,30.0,0.009707,0.4%,-0.4%,0.2%,-0.2%,0.3%,-0.3%
33.5,30.0,37.0,0.006835,0.4%,-0.4%,0.1%,-0.1%,0.3%,-0.3%
41.0,37.0,45.0,0.004591,0.4%,-0.4%,0.1%,-0.1%,0.3%,-0.3%
50.0,45.0,55.0,0.003033,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
60.0,55.0,65.0,0.001931,0.6%,-0.6%,0.3%,-0.3%,0.5%,-0.5%
70.0,65.0,75.0,0.001291,0.8%,-0.8%,0.3%,-0.3%,0.6%,-0.6%
80.0,75.0,85.0,0.0008565,1.0%,-1.0%,0.4%,-0.4%,0.6%,-0.6%
95.0,85.0,105.0,0.0004868,0.8%,-0.8%,0.3%,-0.3%,0.5%,-0.5%
127.5,105.0,150.0,0.0001865,0.9%,-0.9%,0.3%,-0.3%,0.5%,-0.5%
175.0,150.0,200.0,5.402e-05,1.6%,-1.6%,0.5%,-0.5%,0.7%,-0.7%
550.0,200.0,900.0,2.287e-06,2.1%,-2.1%,0.5%,-0.5%,1.0%,-1.0%

#: ,,,$(1/\sigma)\,d\sigma/dp_T^{\ell\ell}$ $\pm$ Statistical [%] $\pm$ Uncorrelated systematic [%] $\pm$ Correlated systematic [%]
$p_T^{\ell\ell}$,$p_T^{\ell\ell}$ LOW,$p_T^{\ell\ell}$ HIGH,Combination Born,stat +,stat -,"sys,Uncorrelated +","sys,Uncorrelated -","sys,Correlated +","sys,Correlated -"
1.0,0.0,2.0,0.02704,0.3%,-0.3%,0.2%,-0.2%,0.7%,-0.7%
3.0,2.0,4.0,0.05569,0.2%,-0.2%,0.1%,-0.1%,0.3%,-0.3%
5.0,4.0,6.0,0.05571,0.2%,-0.2%,0.1%,-0.1%,0.4%,-0.4%
7.0,6.0,8.0,0.04883,0.2%,-0.2%,0.1%,-0.1%,0.3%,-0.3%
9.0,8.0,10.0,0.04086,0.3%,-0.3%,0.1%,-0.1%,0.4%,-0.4%
11.5,10.0,13.0,0.03251,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
14.5,13.0,16.0,0.02505,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
18.0,16.0,20.0,0.01892,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
22.5,20.0,25.0,0.01365,0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.2%
27.5,25.0,30.0,0.009728,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
33.5,30.0,37.0,0.00684,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
41.0,37.0,45.0,0.004609,0.3%,-0.3%,0.1%,-0.1%,0.2%,-0.2%
50.0,45.0,55.0,0.003033,0.3%,-0.3%,0.1%,-0.1%,0.3%,-0.3%
60.0,55.0,65.0,0.001932,0.4%,-0.4%,0.2%,-0.2%,0.4%,-0.4%
70.0,65.0,75.0,0.001287,0.5%,-0.5%,0.2%,-0.2%,0.4%,-0.4%
80.0,75.0,85.0,0.0008569,0.7%,-0.7%,0.3%,-0.3%,0.5%,-0.5%
95.0,85.0,105.0,0.0004927,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
127.5,105.0,150.0,0.0001884,0.6%,-0.6%,0.2%,-0.2%,0.4%,-0.4%
175.0,150.0,200.0,5.399e-05,1.1%,-1.1%,0.4%,-0.4%,0.5%,-0.5%
550.0,200.0,900.0,2.284e-06,1.4%,-1.4%,0.4%,-0.4%,0.8%,-0.8%

